Case ID,Activity,Resource,Start Timestamp,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 140,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,3/19/2012 7:14,5,Cable Head,ID4429,S,2,0,0,
Case 140,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,3/19/2012 20:20,5,Cable Head,ID4167,D,3,0,0,
Case 140,Turning & Milling Q.C.,Quality Check 1,3/20/2012 11:02,5,Cable Head,ID4493,D,3,2,0,
Case 140,Laser Marking - Machine 7,Machine 7- Laser Marking,3/20/2012 13:37,5,Cable Head,ID4882,D,3,0,0,
Case 140,Lapping - Machine 1,Machine 1 - Lapping,3/27/2012 8:27,5,Cable Head,ID0998,D,3,0,0,
Case 140,Round Grinding - Machine 2,Machine 2 - Round Grinding,3/27/2012 12:34,5,Cable Head,ID4355,S,1,0,0,
Case 140,Round Grinding - Machine 2,Machine 2 - Round Grinding,3/27/2012 16:15,5,Cable Head,ID4355,D,2,0,0,
Case 140,Round Grinding - Machine 2,Machine 2 - Round Grinding,3/27/2012 17:07,5,Cable Head,ID4355,D,0,0,0,
Case 140,Grinding Rework - Machine 12,Machine 12 - Grinding,3/29/2012 21:36,5,Cable Head,ID4528,D,0,0,0,
Case 140,Round Grinding - Machine 2,Machine 2 - Round Grinding,3/29/2012 23:54,5,Cable Head,ID4385,D,0,0,0,
Case 140,Packing,Packing,3/30/2012 0:00,5,Cable Head,ID4820,D,3,0,0,
Case 140,Final Inspection Q.C.,Quality Check 1,3/30/2012 7:12,5,Cable Head,ID4493,D,3,0,0,
Case 141,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,3/26/2012 0:00,37,Piston,ID4429,S,0,0,0,
Case 142,Turning & Milling Q.C.,Quality Check 1,3/22/2012 14:00,18,Ballnut,ID4287,D,0,0,0,
Case 142,Turning & Milling Q.C.,Quality Check 1,3/26/2012 10:00,18,Ballnut,ID4287,D,18,0,0,
Case 144,Packing,Packing,3/30/2012 0:00,1,Cable Head,ID4491,D,1,0,0,
Case 144,Final Inspection Q.C.,Quality Check 1,3/30/2012 8:56,1,Cable Head,ID4493,D,1,0,0,
Case 145,Turning - Machine 8,Machine 8 - Turning & Milling,2/16/2012 21:04,35,Ring,ID4219,S,2,0,0,
Case 145,Turning - Machine 8,Machine 8 - Turning & Milling,2/17/2012 7:09,35,Ring,ID0997,D,27,0,0,
Case 145,Turning - Machine 8,Machine 8 - Turning & Milling,2/19/2012 6:50,35,Ring,ID4219,D,0,0,0,
Case 145,Turning - Machine 8,Machine 8 - Turning & Milling,2/19/2012 9:39,35,Ring,ID4219,D,6,0,0,
Case 145,Turning Q.C.,Quality Check 1,2/19/2012 15:54,35,Ring,ID4618,D,35,0,0,
Case 145,Flat Grinding - Machine 11,Machine 11 - Grinding,2/20/2012 11:21,35,Ring,ID0998,D,35,0,0,
Case 145,Lapping - Machine 1,Machine 1 - Lapping,3/1/2012 13:58,35,Ring,ID0998,D,35,0,0,
Case 145,Final Inspection Q.C.,Quality Check 1,3/4/2012 9:25,35,Ring,ID4618,D,0,0,0,
Case 145,Wire Cut - Machine 13,Wire Cut - Machine 13,3/7/2012 12:00,35,Ring,ID3767,B,0,0,0,
Case 145,Wire Cut - Machine 18,Machine 18 - Wire Cutting,3/7/2012 13:00,35,Ring,ID3767,D,6,0,0,
Case 145,Wire Cut - Machine 18,Machine 18 - Wire Cutting,3/7/2012 20:00,35,Ring,ID4861,D,29,0,0,
Case 145,Turning Q.C.,Quality Check 1,3/8/2012 12:27,35,Ring,ID4618,D,0,0,0,
Case 145,Lapping - Machine 1,Machine 1 - Lapping,3/9/2012 12:20,35,Ring,ID0998,D,35,0,0,
Case 145,Laser Marking - Machine 7,Machine 7- Laser Marking,3/9/2012 12:21,35,Ring,ID0998,D,35,0,0,
Case 145,Packing,Packing,3/11/2012 0:00,35,Ring,ID4820,D,35,0,0,
Case 145,Final Inspection Q.C.,Quality Check 1,3/11/2012 8:00,35,Ring,ID4618,D,35,0,0,
Case 146,Packing,Packing,2/19/2012 0:00,21,Ballnut,ID4820,D,21,0,0,
Case 146,Final Inspection Q.C.,Quality Check 1,2/19/2012 7:00,21,Ballnut,ID4287,D,21,0,0,
Case 147,Turning - Machine 8,Machine 8 - Turning & Milling,3/11/2012 18:36,60,Piston,ID4219,S,1,0,0,
Case 147,Turning - Machine 8,Machine 8 - Turning & Milling,3/12/2012 7:00,60,Piston,ID0997,S,0,0,0,
Case 147,Turning - Machine 8,Machine 8 - Turning & Milling,3/12/2012 11:00,60,Piston,ID0997,D,28,0,0,
Case 147,Turning - Machine 8,Machine 8 - Turning & Milling,3/12/2012 19:25,60,Piston,ID4219,D,31,0,0,
Case 147,Packing,Packing,3/13/2012 0:00,60,Piston,ID4820,D,59,0,0,
Case 147,Turning Q.C.,Quality Check 1,3/13/2012 7:00,60,Piston,ID4287,D,59,0,0,
Case 147,Deburring - Manual,Manual Deburring,3/13/2012 10:23,60,Piston,ID4360,D,59,0,0,
Case 147,Final Inspection Q.C.,Quality Check 1,3/13/2012 13:20,60,Piston,ID4287,D,59,0,0,
Case 148,Rework Milling - Machine 28,Manual Milling - Machine 28,1/11/2012 10:00,78,Piston,ID3641,D,0,0,0,
Case 148,Fix EDM,Machine 17 - Sinking,1/17/2012 8:00,78,Piston,ID3767,D,1,0,0,
Case 148,Final Inspection Q.C.,Quality Check 1,2/26/2012 0:00,78,Piston,ID4287,D,1,0,0,
Case 148,Milling Q.C.,Quality Check 1,2/26/2012 0:00,78,Piston,ID4287,D,1,0,0,
Case 148,Packing,Packing,2/26/2012 0:00,78,Piston,ID4291,D,1,0,0,
Case 148,Milling - Machine 14,Machine 14 - Milling,2/26/2012 13:38,78,Piston,ID4287,D,1,0,0,
Case 148,Final Inspection Q.C.,Quality Check 1,2/26/2012 13:39,78,Piston,ID4287,D,0,0,0,
Case 150,Flat Grinding - Machine 11,Machine 11 - Grinding,2/2/2012 0:00,18,Ballnut,ID4618,D,0,2,0,
Case 150,Laser Marking - Machine 7,Machine 7- Laser Marking,2/2/2012 0:00,18,Ballnut,ID4618,D,0,3,0,
Case 150,Round Grinding - Machine 3,Machine 3 - Round Grinding,2/2/2012 0:00,18,Ballnut,ID4618,D,0,5,0,
Case 150,Final Inspection Q.C.,Quality Check 1,2/2/2012 9:46,18,Ballnut,ID4618,D,0,0,0,
Case 153,Round Grinding - Manual,Machine 27 - Grinding,1/2/2012 19:00,46,Housing,ID4528,S,0,0,0,
Case 153,Round Grinding - Manual,Machine 27 - Grinding,1/2/2012 19:50,46,Housing,ID4528,D,4,0,0,
Case 153,Final Inspection Q.C.,Quality Check 1,1/4/2012 17:10,46,Housing,ID4287,D,0,0,0,
Case 153,Final Inspection Q.C.,Quality Check 1,1/5/2012 8:05,46,Housing,ID4287,D,4,0,0,
Case 153,Packing,Packing,1/6/2012 0:00,46,Housing,ID4820,D,4,0,0,
Case 154,Round Grinding - Q.C.,Quality Check 1,1/4/2012 0:00,27,Ballnut,ID4493,D,26,1,0,
Case 154,Flat Grinding - Machine 26,Machine 26 - Flat Grinding,1/6/2012 7:00,27,Ballnut,ID3716,D,26,0,0,
Case 154,Final Inspection Q.C.,Quality Check 1,1/8/2012 7:00,27,Ballnut,ID4493,D,25,1,0,
Case 154,Packing,Packing,1/11/2012 0:00,27,Ballnut,ID4820,D,25,0,0,
Case 155,Turning - Machine 8,Machine 15 - Turning,1/6/2012 7:11,48,Ballnut,ID0997,S,0,0,0,
Case 155,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,1/6/2012 11:56,48,Ballnut,ID0997,D,0,0,0,
Case 155,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,1/6/2012 12:38,48,Ballnut,ID0997,D,13,0,0,
Case 155,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,1/8/2012 9:08,48,Ballnut,ID0997,D,35,0,0,
Case 155,Turning & Milling Q.C.,Quality Check 1,1/8/2012 11:36,48,Ballnut,ID4618,D,0,0,0,
Case 155,Turning & Milling Q.C.,Quality Check 1,1/8/2012 15:45,48,Ballnut,ID4618,D,48,0,0,
Case 155,Laser Marking - Machine 7,Machine 7- Laser Marking,1/10/2012 7:51,48,Ballnut,ID4882,D,22,0,0,
Case 155,Laser Marking - Machine 7,Machine 7- Laser Marking,1/10/2012 8:25,48,Ballnut,ID0998,D,26,0,0,
Case 155,Lapping - Machine 1,Machine 1 - Lapping,1/10/2012 9:15,48,Ballnut,ID4882,D,48,0,0,
Case 155,Final Inspection Q.C.,Quality Check 1,1/10/2012 13:36,48,Ballnut,ID4618,D,0,0,0,
Case 155,Final Inspection Q.C.,Quality Check 1,1/11/2012 12:04,48,Ballnut,ID4618,D,48,0,0,
Case 155,Packing,Packing,1/13/2012 0:00,48,Ballnut,ID4820,D,48,0,0,
Case 156,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2/20/2012 20:00,600,Drill,ID4641,S,0,0,0,
Case 156,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2/20/2012 23:50,600,Drill,ID4641,D,40,0,0,
Case 156,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2/21/2012 21:33,600,Drill,ID4641,S,1,0,0,
Case 156,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2/22/2012 3:57,600,Drill,ID4641,D,4,0,0,
Case 156,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2/22/2012 21:12,600,Drill,ID4641,D,0,0,0,
Case 156,Turning & Milling Q.C.,Quality Check 1,2/23/2012 7:50,600,Drill,ID4618,D,0,0,0,
Case 156,Final Inspection Q.C.,Quality Check 1,2/27/2012 7:09,600,Drill,ID4618,D,0,0,0,
Case 156,Turning & Milling Q.C.,Quality Check 1,2/27/2012 7:25,600,Drill,ID4618,D,45,0,0,
Case 156,Laser Marking - Machine 7,Machine 7- Laser Marking,2/29/2012 15:23,600,Drill,ID4445,D,45,0,0,
Case 156,Lapping - Machine 1,Machine 1 - Lapping,3/1/2012 1:16,600,Drill,ID0420,D,45,0,0,
Case 156,Final Inspection Q.C.,Quality Check 1,3/6/2012 13:35,600,Drill,ID4618,D,0,0,0,
Case 156,Final Inspection Q.C.,Quality Check 1,3/6/2012 16:24,600,Drill,ID4618,D,45,0,0,
Case 156,Turning & Milling - Machine 10,Machine 10 - Grinding,3/6/2012 16:26,600,Drill,ID4618,D,0,5,0,
Case 156,Packing,Packing,3/7/2012 0:00,600,Drill,ID4820,D,45,0,0,
Case 157,Lapping - Machine 1,Machine 1 - Lapping,2/21/2012 0:00,14,Cable Head,ID0937,D,0,4,0,
Case 163,Packing,Packing,1/9/2012 0:00,150,Clamp,ID4491,D,60,0,0,
Case 163,Final Inspection Q.C.,Quality Check 1,1/9/2012 8:00,150,Clamp,ID4287,D,60,0,0,
Case 163,Turning Q.C.,Quality Check 1,1/9/2012 10:01,150,Clamp,ID4287,D,10,0,0,
Case 163,Turning Q.C.,Quality Check 1,1/10/2012 10:11,150,Clamp,ID4287,D,6,0,0,
Case 163,Turning - Machine 8,Machine 15 - Turning,1/22/2012 7:14,150,Clamp,ID3846,B,0,0,0,
Case 163,Final Inspection Q.C.,Quality Check 1,1/24/2012 0:00,150,Clamp,ID4287,D,0,1,0,
Case 163,Final Inspection Q.C.,Quality Check 1,1/24/2012 0:00,150,Clamp,ID4287,D,2,0,0,
Case 163,Packing,Packing,1/24/2012 0:00,150,Clamp,ID4491,D,8,0,0,
Case 163,Final Inspection Q.C.,Quality Check 1,1/24/2012 13:30,150,Clamp,ID4287,D,0,0,0,
Case 163,Final Inspection Q.C.,Quality Check 1,1/24/2012 15:30,150,Clamp,ID4287,D,6,0,0,
Case 163,Packing,Packing,3/1/2012 0:00,150,Clamp,ID4820,D,4,0,0,
Case 163,Final Inspection Q.C.,Quality Check 1,3/1/2012 9:00,150,Clamp,ID4287,D,4,0,0,
Case 163,Final Inspection Q.C.,Quality Check 1,3/22/2012 14:30,150,Clamp,ID4287,D,0,1,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/26/2012 16:49,100,Clamp,ID4219,S,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/26/2012 21:20,100,Clamp,ID4219,S,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/26/2012 22:16,100,Clamp,ID4219,B,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/26/2012 23:07,100,Clamp,ID4219,D,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/27/2012 0:28,100,Clamp,ID4799,D,20,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/27/2012 0:30,100,Clamp,ID4219,D,5,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/27/2012 6:58,100,Clamp,ID4622,D,24,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/27/2012 16:14,100,Clamp,ID4219,D,1,0,0,Y
Case 17,Turning - Machine 8,Machine 15 - Turning,2/27/2012 20:07,100,Clamp,ID4799,D,25,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/28/2012 7:05,100,Clamp,ID4622,D,25,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/28/2012 16:32,100,Clamp,ID4219,S,1,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/28/2012 20:00,100,Clamp,ID4799,D,59,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/29/2012 7:20,100,Clamp,ID4622,D,40,0,0,
Case 17,Turning Q.C.,Quality Check 1,2/29/2012 8:00,100,Clamp,ID4287,D,0,0,0,
Case 17,Turning Q.C.,Quality Check 1,2/29/2012 13:20,100,Clamp,ID4287,D,100,0,0,
Case 17,Laser Marking - Machine 7,Machine 7- Laser Marking,2/29/2012 13:39,100,Clamp,ID4445,D,100,0,0,
Case 17,Turning Q.C.,Quality Check 1,2/29/2012 16:07,100,Clamp,ID4287,D,99,1,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/29/2012 18:00,100,Clamp,ID4219,S,1,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/29/2012 21:25,100,Clamp,ID4219,B,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,2/29/2012 21:28,100,Clamp,ID4799,D,5,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/1/2012 0:12,100,Clamp,ID4219,B,0,0,0,
Case 17,Turning Q.C.,Quality Check 1,3/1/2012 15:04,100,Clamp,ID4287,D,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/2/2012 1:24,100,Clamp,ID4799,D,7,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/2/2012 1:25,100,Clamp,ID4219,B,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/5/2012 9:31,100,Clamp,ID4799,D,10,0,0,
Case 17,Turning Q.C.,Quality Check 1,3/7/2012 7:30,100,Clamp,ID4287,D,0,0,0,
Case 17,Turning Q.C.,Quality Check 1,3/8/2012 9:02,100,Clamp,ID4287,D,8,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/8/2012 15:48,100,Clamp,ID4799,D,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/10/2012 22:07,100,Clamp,ID4799,D,0,0,0,
Case 17,Packing,Packing,3/22/2012 0:00,100,Clamp,ID4820,D,8,0,0,
Case 17,Final Inspection Q.C.,Quality Check 1,3/22/2012 13:30,100,Clamp,ID4287,D,8,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/25/2012 16:57,100,Clamp,ID4219,S,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/25/2012 20:53,100,Clamp,ID4219,B,0,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/25/2012 23:14,100,Clamp,ID4219,S,1,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/26/2012 20:00,100,Clamp,ID4799,D,12,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/27/2012 7:39,100,Clamp,ID4622,D,10,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/27/2012 23:07,100,Clamp,ID4799,D,10,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/28/2012 12:37,100,Clamp,ID4622,D,7,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/28/2012 21:43,100,Clamp,ID4799,D,12,0,0,
Case 17,Turning - Machine 8,Machine 15 - Turning,3/29/2012 7:11,100,Clamp,ID4622,D,24,0,0,
Case 174,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,3/18/2012 21:42,55,Ballnut,ID4529,S,0,0,0,
Case 174,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,3/19/2012 7:20,55,Ballnut,ID4794,S,1,0,0,
Case 174,Turning & Milling Q.C.,Quality Check 1,3/19/2012 11:30,55,Ballnut,ID4287,S,0,0,0,
Case 174,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,3/19/2012 12:12,55,Ballnut,ID4794,D,7,0,0,
Case 174,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,3/19/2012 16:40,55,Ballnut,ID4718,D,4,0,0,
Case 174,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,3/19/2012 19:57,55,Ballnut,ID0997,D,15,0,0,
Case 174,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,3/20/2012 3:03,55,Ballnut,ID4529,D,15,0,0,
Case 174,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,3/20/2012 7:25,55,Ballnut,ID4794,D,13,0,0,
Case 174,Turning & Milling Q.C.,Quality Check 1,3/20/2012 14:37,55,Ballnut,ID4287,D,26,4,0,
Case 174,Turning & Milling Q.C.,Quality Check 1,3/21/2012 6:45,55,Ballnut,ID4287,D,25,0,0,
Case 174,Laser Marking - Machine 7,Machine 7- Laser Marking,3/29/2012 8:26,55,Ballnut,ID0998,D,51,0,0,
Case 174,Lapping - Machine 1,Machine 1 - Lapping,3/29/2012 9:20,55,Ballnut,ID0998,D,21,0,0,
Case 174,Lapping - Machine 1,Machine 1 - Lapping,3/29/2012 10:00,55,Ballnut,ID4872,S,0,0,0,
Case 174,Lapping - Machine 1,Machine 1 - Lapping,3/29/2012 10:49,55,Ballnut,ID0998,D,30,0,0,
Case 174,Round Grinding - Machine 12,Machine 12 - Grinding,3/29/2012 10:58,55,Ballnut,ID4872,S,0,0,0,
Case 174,Round Grinding - Machine 12,Machine 12 - Grinding,3/29/2012 10:59,55,Ballnut,ID4872,D,16,0,0,
Case 174,Round Grinding - Machine 12,Machine 12 - Grinding,3/29/2012 14:36,55,Ballnut,ID4872,D,0,0,0,
Case 174,Lapping - Machine 1,Machine 1 - Lapping,3/29/2012 17:53,55,Ballnut,ID4528,D,0,0,0,
Case 174,Packing,Packing,3/30/2012 0:00,55,Ballnut,ID4491,D,16,0,0,
Case 174,Final Inspection Q.C.,Quality Check 1,3/30/2012 8:40,55,Ballnut,ID4287,D,16,0,0,
Case 175,Round Grinding - Q.C.,Quality Check 1,1/31/2012 7:00,53,Spinner,ID4287,D,0,0,0,
Case 175,Round Grinding - Q.C.,Quality Check 1,1/31/2012 7:03,53,Spinner,ID4287,D,0,1,0,
Case 177,Lapping - Machine 1,Machine 1 - Lapping,1/4/2012 8:20,151,Cable Head,ID0998,D,7,0,0,
Case 177,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/8/2012 13:21,151,Cable Head,ID4385,S,0,0,0,
Case 177,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/8/2012 15:09,151,Cable Head,ID4385,D,2,0,0,
Case 177,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/8/2012 15:59,151,Cable Head,ID4355,D,12,0,0,
Case 177,Final Inspection Q.C.,Quality Check 1,1/17/2012 7:00,151,Cable Head,ID4163,D,0,0,0,
Case 177,Final Inspection Q.C.,Quality Check 1,1/17/2012 9:00,151,Cable Head,ID4163,D,0,0,0,
Case 177,Final Inspection Q.C.,Quality Check 1,1/18/2012 7:00,151,Cable Head,ID4163,D,0,4,0,
Case 177,Final Inspection Q.C.,Quality Check 1,1/18/2012 8:00,151,Cable Head,ID4163,D,0,4,0,
Case 177,Grinding Rework - Machine 27,Machine 27 - Grinding,2/12/2012 13:42,151,Cable Head,ID4872,D,0,0,0,
Case 177,Packing,Packing,2/13/2012 0:00,151,Cable Head,ID4820,D,7,0,0,
Case 177,Final Inspection Q.C.,Quality Check 1,2/13/2012 9:15,151,Cable Head,ID4163,D,7,0,0,
Case 177,Lapping - Machine 1,Machine 1 - Lapping,3/30/2012 0:00,151,Cable Head,ID4163,D,0,1,0,
Case 178,Round Grinding - Machine 3,Machine 3 - Round Grinding,1/2/2012 0:00,250,Cable Head,ID4445,D,31,0,0,
Case 178,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/2/2012 10:00,250,Cable Head,ID4355,S,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,1/11/2012 22:51,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,1/15/2012 8:08,250,Cable Head,ID4872,D,0,0,0,
Case 178,Lapping - Machine 1,Machine 1 - Lapping,1/15/2012 10:13,250,Cable Head,ID4882,D,0,0,0,
Case 178,Lapping - Machine 1,Machine 1 - Lapping,1/15/2012 10:20,250,Cable Head,ID0998,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,1/16/2012 6:57,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 2,Machine 2 - Round Grinding,1/16/2012 10:14,250,Cable Head,ID4355,D,22,0,0,
Case 178,Grinding Rework - Machine 2,Machine 2 - Round Grinding,1/16/2012 16:33,250,Cable Head,ID4385,D,0,0,0,
Case 178,Fix - Machine 19,Machine 25 - Grinding,1/16/2012 23:52,250,Cable Head,ID4528,D,0,0,0,
Case 178,Grinding Rework - Machine 2,Machine 2 - Round Grinding,1/17/2012 6:53,250,Cable Head,ID4355,D,0,0,0,
Case 178,Grinding Rework - Machine 2,Machine 2 - Round Grinding,1/19/2012 6:51,250,Cable Head,ID4355,D,20,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,1/20/2012 9:11,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,1/23/2012 16:09,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,1/24/2012 16:06,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,1/25/2012 16:10,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,1/29/2012 8:21,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,1/30/2012 7:12,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,2/9/2012 10:02,250,Cable Head,ID4528,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,2/16/2012 11:11,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,3/7/2012 15:20,250,Cable Head,ID4528,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,3/7/2012 19:30,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,3/8/2012 7:07,250,Cable Head,ID4528,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,3/8/2012 15:58,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,3/9/2012 7:10,250,Cable Head,ID4528,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,3/11/2012 8:02,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,3/11/2012 16:08,250,Cable Head,ID4528,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,3/12/2012 7:21,250,Cable Head,ID4872,D,0,0,0,
Case 178,Grinding Rework - Machine 27,Machine 27 - Grinding,3/12/2012 12:39,250,Cable Head,ID4872,D,0,0,0,
Case 178,Turning & Milling Q.C.,Quality Check 1,3/12/2012 16:37,250,Cable Head,ID4493,D,2,0,0,
Case 178,Lapping - Machine 1,Machine 1 - Lapping,3/14/2012 0:00,250,Cable Head,ID0937,D,122,0,0,
Case 178,Laser Marking - Machine 7,Machine 7- Laser Marking,3/14/2012 0:00,250,Cable Head,ID0937,D,26,0,0,
Case 178,Round Grinding - Machine 3,Machine 3 - Round Grinding,3/14/2012 0:00,250,Cable Head,ID0937,D,133,0,0,
Case 178,Round Grinding - Q.C.,Quality Check 1,3/14/2012 0:00,250,Cable Head,ID0937,D,245,0,0,
Case 179,Grinding Rework - Machine 27,Machine 27 - Grinding,1/11/2012 18:59,150,Cable Head,ID4872,D,0,0,0,
Case 179,Final Inspection Q.C.,Quality Check 1,1/13/2012 9:00,150,Cable Head,ID4163,D,10,0,0,
Case 179,Packing,Packing,1/15/2012 0:00,150,Cable Head,ID4820,D,10,0,0,
Case 179,Grinding Rework - Machine 12,Machine 12 - Grinding,2/20/2012 10:45,150,Cable Head,ID4528,D,0,0,0,
Case 179,Final Inspection Q.C.,Quality Check 1,2/22/2012 9:00,150,Cable Head,ID4163,D,0,0,0,
Case 179,Packing,Packing,2/23/2012 0:00,150,Cable Head,ID4820,D,2,0,0,
Case 179,Final Inspection Q.C.,Quality Check 1,2/23/2012 7:00,150,Cable Head,ID4163,D,2,1,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/18/2012 3:51,557,Cable Head,ID4932,S,2,0,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/18/2012 5:32,557,Cable Head,ID4932,D,8,0,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/18/2012 7:01,557,Cable Head,ID4429,B,0,0,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/18/2012 19:56,557,Cable Head,ID4932,S,0,0,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/18/2012 20:12,557,Cable Head,ID4932,D,80,0,0,
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,1/19/2012 2:31,557,Cable Head,ID4932,S,0,0,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/19/2012 7:22,557,Cable Head,ID4429,D,8,0,0,
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,1/19/2012 7:58,557,Cable Head,ID4167,S,2,0,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/19/2012 15:42,557,Cable Head,ID4429,D,16,0,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/19/2012 19:58,557,Cable Head,ID4932,D,0,0,0,
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,1/19/2012 19:58,557,Cable Head,ID4932,D,52,0,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/19/2012 19:59,557,Cable Head,ID4932,D,82,0,0,
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,1/20/2012 9:22,557,Cable Head,ID4167,D,20,0,0,
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/21/2012 12:53,557,Cable Head,ID4529,D,50,0,0,
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,1/21/2012 12:54,557,Cable Head,ID4529,D,30,0,0,
